Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,
Data,7,unknown,unknown,"100|233|200|52|4|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,7,unknown,unknown,"100|233|200|52|4|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,1,stress_level,stress_level_time,"885582180",s,stress_level_value,"-2",,unknown,"102",,unknown,"50",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"59808",s,heart_rate,"94",bpm,,,,,,,,,,,,,,,,,,,
Data,3,unknown,unknown,"128|100|0|16",,,,,,,,,,,,,,,,,,,,,,,
Data,6,monitoring,steps,"768",steps,active_time,"1023.0",s,active_calories,"35",kcal,timestamp_16,"59808",s,current_activity_type_intensity,"102",,activity_type,"6",,intensity,"3.0",,,,,
Data,1,stress_level,stress_level_time,"885582240",s,stress_level_value,"-2",,unknown,"102",,unknown,"49",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"59868",s,heart_rate,"90",bpm,,,,,,,,,,,,,,,,,,,
Data,3,unknown,unknown,"34|0|0|248",,,,,,,,,,,,,,,,,,,,,,,
Data,7,unknown,unknown,"220|233|200|52|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,0,monitoring,timestamp,"885582300",s,current_activity_type_intensity,"168",,activity_type,"8",,intensity,"5.0",,,,,,,,,,,,,,
Data,1,stress_level,stress_level_time,"885582300",s,stress_level_value,"49",,unknown,"-32",,unknown,"49",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"59928",s,heart_rate,"80",bpm,,,,,,,,,,,,,,,,,,,
Data,3,unknown,unknown,"52|1|170|240",,,,,,,,,,,,,,,,,,,,,,,
Data,7,unknown,unknown,"24|234|200|52|2|2|32|36|38|54|46|39|0|0|0|1|1|46|44|44|44|45",,,,,,,,,,,,,,,,,,,,,,,
Data,7,unknown,unknown,"81|234|200|52|2|2|2|38|38|46|45|39|0|0|0|0|0|45|46|45|45|45",,,,,,,,,,,,,,,,,,,,,,,
Data,7,unknown,unknown,"82|234|200|52|4|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Definition,4,monitoring,descent,1,,unknown,1,,timestamp_16,1,,,,,,,,,,,,,,,,,
Data,4,monitoring,descent,"2.747",m,unknown,"10375",,timestamp_16,"59985",s,,,,,,,,,,,,,,,,
Data,1,stress_level,stress_level_time,"885582360",s,stress_level_value,"-2",,unknown,"102",,unknown,"49",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"59988",s,heart_rate,"69",bpm,,,,,,,,,,,,,,,,,,,
Data,3,unknown,unknown,"16|0|0|248",,,,,,,,,,,,,,,,,,,,,,,
Data,6,monitoring,steps,"806",steps,active_time,"1125.0",s,active_calories,"37",kcal,timestamp_16,"59988",s,current_activity_type_intensity,"70",,activity_type,"6",,intensity,"2.0",,,,,
Data,1,stress_level,stress_level_time,"885582420",s,stress_level_value,"-2",,unknown,"102",,unknown,"50",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"60048",s,heart_rate,"68",bpm,,,,,,,,,,,,,,,,,,,
Data,3,unknown,unknown,"40|0|0|248",,,,,,,,,,,,,,,,,,,,,,,
Data,1,stress_level,stress_level_time,"885582480",s,stress_level_value,"-2",,unknown,"102",,unknown,"50",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"60108",s,heart_rate,"74",bpm,,,,,,,,,,,,,,,,,,,
Data,3,unknown,unknown,"16|0|0|248",,,,,,,,,,,,,,,,,,,,,,,
Data,0,monitoring,timestamp,"885582540",s,current_activity_type_intensity,"168",,activity_type,"8",,intensity,"5.0",,,,,,,,,,,,,,
Data,1,stress_level,stress_level_time,"885582540",s,stress_level_value,"-2",,unknown,"102",,unknown,"50",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"60168",s,heart_rate,"67",bpm,,,,,,,,,,,,,,,,,,,
Data,3,unknown,unknown,"0|0|0|24",,,,,,,,,,,,,,,,,,,,,,,
Data,1,stress_level,stress_level_time,"885582600",s,stress_level_value,"2",,unknown,"92",,unknown,"50",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"60228",s,heart_rate,"63",bpm,,,,,,,,,,,,,,,,,,,
Data,3,unknown,unknown,"164|13|240|224",,,,,,,,,,,,,,,,,,,,,,,
Data,7,unknown,unknown,"120|235|200|52|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,1,stress_level,stress_level_time,"885582660",s,stress_level_value,"5",,unknown,"80",,unknown,"50",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"60288",s,heart_rate,"64",bpm,,,,,,,,,,,,,,,,,,,
Data,3,unknown,unknown,"7|2|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,7,unknown,unknown,"151|235|200|52|4|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,7,unknown,unknown,"167|235|200|52|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,7,unknown,unknown,"182|235|200|52|4|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,1,stress_level,stress_level_time,"885582720",s,stress_level_value,"-2",,unknown,"102",,unknown,"50",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"60348",s,heart_rate,"70",bpm,,,,,,,,,,,,,,,,,,,
Data,3,unknown,unknown,"2|192|0|8",,,,,,,,,,,,,,,,,,,,,,,
Data,6,monitoring,steps,"854",steps,active_time,"1139.0",s,active_calories,"37",kcal,timestamp_16,"60348",s,current_activity_type_intensity,"70",,activity_type,"6",,intensity,"2.0",,,,,
Data,1,stress_level,stress_level_time,"885582780",s,stress_level_value,"-1",,unknown,"101",,unknown,"50",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"60408",s,heart_rate,"74",bpm,,,,,,,,,,,,,,,,,,,
Data,3,unknown,unknown,"0|0|138|240",,,,,,,,,,,,,,,,,,,,,,,
Data,1,stress_level,stress_level_time,"885582840",s,stress_level_value,"-1",,unknown,"101",,unknown,"50",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"60468",s,heart_rate,"66",bpm,,,,,,,,,,,,,,,,,,,
Data,3,unknown,unknown,"34|0|0|248",,,,,,,,,,,,,,,,,,,,,,,
Data,0,monitoring,timestamp,"885582900",s,current_activity_type_intensity,"136",,activity_type,"8",,intensity,"4.0",,,,,,,,,,,,,,
Data,1,stress_level,stress_level_time,"885582900",s,stress_level_value,"2",,unknown,"93",,unknown,"50",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"60528",s,heart_rate,"65",bpm,,,,,,,,,,,,,,,,,,,
Data,3,unknown,unknown,"16|0|0|248",,,,,,,,,,,,,,,,,,,,,,,
Data,6,monitoring,steps,"873",steps,active_time,"1144.0",s,active_calories,"37",kcal,timestamp_16,"60528",s,current_activity_type_intensity,"134",,activity_type,"6",,intensity,"4.0",,,,,
Data,1,stress_level,stress_level_time,"885582960",s,stress_level_value,"6",,unknown,"77",,unknown,"50",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"60588",s,heart_rate,"64",bpm,,,,,,,,,,,,,,,,,,,
Data,3,unknown,unknown,"142|118|0|16",,,,,,,,,,,,,,,,,,,,,,,
Data,1,stress_level,stress_level_time,"885583020",s,stress_level_value,"9",,unknown,"66",,unknown,"51",,,,,,,,,,,,,,
Data,7,unknown,unknown,"232|236|200|52|1|0|59|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,7,unknown,unknown,"232|236|200|52|0|0|89|115|129|0|0|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,7,unknown,unknown,"232|236|200|52|1|1|59|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"60648",s,heart_rate,"59",bpm,,,,,,,,,,,,,,,,,,,
Data,3,unknown,unknown,"0|0|0|24",,,,,,,,,,,,,,,,,,,,,,,
Data,0,monitoring,timestamp,"885583080",s,current_activity_type_intensity,"136",,activity_type,"8",,intensity,"4.0",,,,,,,,,,,,,,
Data,1,stress_level,stress_level_time,"885583080",s,stress_level_value,"1",,unknown,"96",,unknown,"51",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"60708",s,heart_rate,"63",bpm,,,,,,,,,,,,,,,,,,,
Data,7,unknown,unknown,"42|237|200|52|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,3,unknown,unknown,"7|2|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,7,unknown,unknown,"56|237|200|52|4|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,7,unknown,unknown,"81|237|200|52|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,6,monitoring,steps,"894",steps,active_time,"1153.0",s,active_calories,"37",kcal,timestamp_16,"60708",s,current_activity_type_intensity,"38",,activity_type,"6",,intensity,"1.0",,,,,
Data,1,stress_level,stress_level_time,"885583140",s,stress_level_value,"-2",,unknown,"102",,unknown,"51",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"60768",s,heart_rate,"78",bpm,,,,,,,,,,,,,,,,,,,
Data,7,unknown,unknown,"96|237|200|52|4|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,3,unknown,unknown,"40|0|0|248",,,,,,,,,,,,,,,,,,,,,,,
Data,0,monitoring,timestamp,"885583200",s,current_activity_type_intensity,"168",,activity_type,"8",,intensity,"5.0",,,,,,,,,,,,,,
Data,1,stress_level,stress_level_time,"885583200",s,stress_level_value,"-2",,unknown,"102",,unknown,"51",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"60828",s,heart_rate,"82",bpm,,,,,,,,,,,,,,,,,,,
Data,3,unknown,unknown,"16|0|0|248",,,,,,,,,,,,,,,,,,,,,,,
Data,6,monitoring,steps,"934",steps,active_time,"1213.0",s,active_calories,"39",kcal,timestamp_16,"60828",s,current_activity_type_intensity,"70",,activity_type,"6",,intensity,"2.0",,,,,
Data,1,stress_level,stress_level_time,"885583260",s,stress_level_value,"-2",,unknown,"102",,unknown,"51",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"60888",s,heart_rate,"84",bpm,,,,,,,,,,,,,,,,,,,
Data,3,unknown,unknown,"80|12|232|224",,,,,,,,,,,,,,,,,,,,,,,
Data,7,unknown,unknown,"216|237|200|52|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,0,monitoring,timestamp,"885583320",s,current_activity_type_intensity,"168",,activity_type,"8",,intensity,"5.0",,,,,,,,,,,,,,
Data,1,stress_level,stress_level_time,"885583320",s,stress_level_value,"-1",,unknown,"101",,unknown,"51",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"60948",s,heart_rate,"70",bpm,,,,,,,,,,,,,,,,,,,
Data,3,unknown,unknown,"0|0|138|240",,,,,,,,,,,,,,,,,,,,,,,
Data,7,unknown,unknown,"20|238|200|52|4|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,7,unknown,unknown,"20|238|200|52|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,1,stress_level,stress_level_time,"885583380",s,stress_level_value,"-2",,unknown,"102",,unknown,"51",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"61008",s,heart_rate,"80",bpm,,,,,,,,,,,,,,,,,,,
Data,7,unknown,unknown,"80|238|200|52|4|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,3,unknown,unknown,"18|240|7|8",,,,,,,,,,,,,,,,,,,,,,,
Data,7,unknown,unknown,"80|238|200|52|2|2|32|245|245|47|39|12|0|0|0|0|0|40|40|39|39|39",,,,,,,,,,,,,,,,,,,,,,,
Data,7,unknown,unknown,"126|238|200|52|2|2|2|245|245|39|40|12|0|0|0|0|0|41|41|42|41|41",,,,,,,,,,,,,,,,,,,,,,,
Data,4,monitoring,descent,"2.388",m,unknown,"12763",,timestamp_16,"61054",s,,,,,,,,,,,,,,,,
Data,1,stress_level,stress_level_time,"885583440",s,stress_level_value,"-2",,unknown,"102",,unknown,"51",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"61068",s,heart_rate,"86",bpm,,,,,,,,,,,,,,,,,,,
Data,3,unknown,unknown,"134|112|0|16",,,,,,,,,,,,,,,,,,,,,,,
Data,6,monitoring,steps,"1013",steps,active_time,"1365.0",s,active_calories,"43",kcal,timestamp_16,"61068",s,current_activity_type_intensity,"70",,activity_type,"6",,intensity,"2.0",,,,,
Data,1,stress_level,stress_level_time,"885583500",s,stress_level_value,"-2",,unknown,"102",,unknown,"51",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"61128",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,
Data,3,unknown,unknown,"40|0|0|248",,,,,,,,,,,,,,,,,,,,,,,
Data,1,stress_level,stress_level_time,"885583560",s,stress_level_value,"9",,unknown,"66",,unknown,"51",,,,,,,,,,,,,,
Data,7,unknown,unknown,"4|239|200|52|1|0|51|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,7,unknown,unknown,"4|239|200|52|0|0|89|115|129|0|0|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,7,unknown,unknown,"4|239|200|52|1|1|51|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"61188",s,heart_rate,"51",bpm,,,,,,,,,,,,,,,,,,,
Data,3,unknown,unknown,"0|0|0|24",,,,,,,,,,,,,,,,,,,,,,,
Data,1,stress_level,stress_level_time,"885583620",s,stress_level_value,"0",,unknown,"100",,unknown,"51",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"61248",s,heart_rate,"52",bpm,,,,,,,,,,,,,,,,,,,
Data,3,unknown,unknown,"16|0|0|248",,,,,,,,,,,,,,,,,,,,,,,
Data,1,stress_level,stress_level_time,"885583680",s,stress_level_value,"0",,unknown,"100",,unknown,"51",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"61308",s,heart_rate,"54",bpm,,,,,,,,,,,,,,,,,,,
Data,3,unknown,unknown,"7|30|1|0",,,,,,,,,,,,,,,,,,,,,,,
Data,1,stress_level,stress_level_time,"885583740",s,stress_level_value,"0",,unknown,"100",,unknown,"52",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"61368",s,heart_rate,"57",bpm,,,,,,,,,,,,,,,,,,,
Data,3,unknown,unknown,"40|0|0|248",,,,,,,,,,,,,,,,,,,,,,,
Data,1,stress_level,stress_level_time,"885583800",s,stress_level_value,"0",,unknown,"100",,unknown,"52",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"61428",s,heart_rate,"55",bpm,,,,,,,,,,,,,,,,,,,
Data,3,unknown,unknown,"20|0|0|248",,,,,,,,,,,,,,,,,,,,,,,
Data,1,stress_level,stress_level_time,"885583860",s,stress_level_value,"1",,unknown,"99",,unknown,"52",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"61488",s,heart_rate,"52",bpm,,,,,,,,,,,,,,,,,,,
Data,3,unknown,unknown,"0|0|106|240",,,,,,,,,,,,,,,,,,,,,,,
Data,1,stress_level,stress_level_time,"885583980",s,stress_level_value,"0",,unknown,"100",,unknown,"53",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"61548",s,heart_rate,"54",bpm,,,,,,,,,,,,,,,,,,,
Data,3,unknown,unknown,"80|12|240|224",,,,,,,,,,,,,,,,,,,,,,,
Data,7,unknown,unknown,"137|240|200|52|22|0|8|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,7,unknown,unknown,"139|240|200|52|22|0|9|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,7,unknown,unknown,"143|240|200|52|22|0|8|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,7,unknown,unknown,"151|240|200|52|22|0|9|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,7,unknown,unknown,"152|240|200|52|22|0|8|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,0,monitoring,timestamp,"885583980",s,current_activity_type_intensity,"104",,activity_type,"8",,intensity,"3.0",,,,,,,,,,,,,,
Data,1,stress_level,stress_level_time,"885584040",s,stress_level_value,"1",,unknown,"99",,unknown,"53",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"61608",s,heart_rate,"56",bpm,,,,,,,,,,,,,,,,,,,
Data,7,unknown,unknown,"170|240|200|52|22|0|9|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,7,unknown,unknown,"171|240|200|52|22|0|8|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,7,unknown,unknown,"175|240|200|52|22|0|9|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,7,unknown,unknown,"176|240|200|52|22|0|8|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,7,unknown,unknown,"180|240|200|52|22|0|9|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,3,unknown,unknown,"230|225|9|232",,,,,,,,,,,,,,,,,,,,,,,
Data,7,unknown,unknown,"204|240|200|52|22|0|8|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,7,unknown,unknown,"211|240|200|52|22|0|8|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,0,monitoring,timestamp,"885584040",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,
Data,1,stress_level,stress_level_time,"885584100",s,stress_level_value,"0",,unknown,"100",,unknown,"54",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"61668",s,heart_rate,"54",bpm,,,,,,,,,,,,,,,,,,,
Data,7,unknown,unknown,"229|240|200|52|22|0|8|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,3,unknown,unknown,"40|0|0|248",,,,,,,,,,,,,,,,,,,,,,,
Data,0,monitoring,timestamp,"885584100",s,current_activity_type_intensity,"72",,activity_type,"8",,intensity,"2.0",,,,,,,,,,,,,,
Data,1,stress_level,stress_level_time,"885584160",s,stress_level_value,"-2",,unknown,"102",,unknown,"54",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"61728",s,heart_rate,"59",bpm,,,,,,,,,,,,,,,,,,,
Data,3,unknown,unknown,"20|0|0|248",,,,,,,,,,,,,,,,,,,,,,,
